Date,TATASTEEL.NS,ZEEL.NS,YESBANK.NS,WIPRO.NS,PNB.NS,ULTRACEMCO.NS,TECHM.NS,TCS.NS,ONGC.NS,SAIL.NS,Portfolio Value
2017-09-12,6506.20,5324.50,3701.50,2981.00,1415.00,42202.50,4414.00,24884.50,1623.00,633.00,93685.2
2017-09-13,6475.30,5327.00,3678.00,2959.00,1430.00,41848.50,4408.00,24892.00,1610.50,619.50,93247.8
2017-09-14,6456.70,5293.00,3703.10,2834.50,1452.50,42144.00,4414.00,24869.50,1593.50,620.50,93381.3
2017-09-15,6468.60,5342.00,3690.10,2857.50,1446.50,42109.50,4443.00,25060.50,1667.50,623.50,93708.7
2017-09-18,6411.00,5437.00,3718.30,2893.00,1447.50,42092.00,4451.00,24990.50,1652.00,616.50,93708.8
2017-09-19,6444.30,5451.00,3733.00,2892.50,1439.00,41842.00,4477.50,24982.50,1659.00,624.50,93545.3
2017-09-20,6551.50,5491.00,3760.20,2919.00,1448.00,42096.50,4489.00,24935.50,1677.00,623.00,93990.7
2017-09-21,6546.30,5355.50,3770.50,2919.00,1418.00,41660.50,4602.50,25249.00,1659.00,610.50,93790.8
2017-09-22,6230.90,5217.00,3606.50,2944.50,1377.00,39996.00,4584.00,25036.00,1644.50,579.00,91215.4
2017-09-25,6095.10,5265.00,3596.00,2919.00,1376.50,39018.00,4519.50,25107.50,1648.00,566.50,90111.1
2017-09-26,6231.80,5249.00,3607.50,2902.50,1366.50,39146.50,4473.50,24746.50,1714.00,566.50,90004.3
2017-09-27,6186.60,5240.00,3532.00,2883.00,1326.50,37985.00,4499.50,24950.00,1702.00,542.00,88846.6
2017-09-28,6189.90,5200.00,3508.00,2859.00,1307.50,38687.00,4544.50,24764.50,1715.50,532.00,89307.9
2017-09-29,6217.10,5201.00,3500.00,2802.50,1290.50,38542.00,4578.50,24359.50,1709.50,536.50,88737.1
2017-10-03,6295.70,5219.50,3510.50,2829.50,1296.00,38950.00,4633.00,24484.50,1706.50,537.00,89462.2
2017-10-04,6278.50,5214.00,3558.00,2827.50,1299.50,38725.00,4650.50,24423.00,1721.00,538.50,89235.5
2017-10-05,6297.60,5216.00,3594.50,2836.00,1323.50,38944.00,4509.50,24296.00,1712.00,540.50,89269.6
2017-10-06,6587.70,5216.50,3658.00,2866.00,1370.50,39309.00,4568.50,24466.50,1738.50,563.50,90344.7
2017-10-09,6643.00,5257.50,3709.00,2868.00,1373.00,39573.50,4633.00,24541.00,1707.00,566.50,90871.5
2017-10-10,6581.50,5229.00,3729.00,2870.00,1370.00,39708.00,4663.00,24592.50,1703.50,569.50,91016.0
2017-10-11,6500.50,5145.00,3630.00,2906.50,1317.00,39512.00,4672.50,25003.50,1691.50,547.50,90926.0
2017-10-12,6589.10,5175.50,3654.00,2934.50,1338.00,39198.00,4742.00,25482.00,1697.00,560.50,91370.6
2017-10-13,6772.50,5100.50,3697.00,2919.00,1350.00,40050.00,4761.00,25586.00,1696.50,579.50,92512.0
2017-10-16,6811.60,5144.50,3677.00,2907.00,1338.50,40042.50,4738.00,25844.00,1720.50,583.00,92806.6
2017-10-17,6788.30,4948.00,3735.50,2898.50,1344.00,40894.00,4730.00,25945.50,1712.00,592.00,93587.8
2017-10-18,6760.60,4907.50,3624.00,2947.50,1309.00,40922.00,4584.50,25866.00,1744.50,595.00,93260.6
2017-10-19,6721.60,4893.50,3578.00,2920.50,1295.50,40343.50,4583.50,25839.00,1720.50,590.50,92486.1
2017-10-23,6783.50,4916.50,3539.00,2969.00,1310.00,42050.50,4631.00,25879.00,1717.00,592.00,94387.5
2017-10-24,6853.00,5259.50,3476.00,2968.00,1382.00,42271.00,4548.00,25784.00,1760.00,616.00,94917.5
2017-10-25,6836.80,5321.50,3269.00,2989.00,2020.50,44602.50,4681.00,25599.00,1768.50,670.00,97757.8
2017-10-26,6947.40,5315.00,3312.00,3023.00,2136.00,44839.00,4772.50,25388.50,1773.50,769.50,98276.4
2017-10-27,6924.50,5415.00,3070.50,2969.50,1966.50,44398.50,4764.00,25843.00,1840.00,799.50,97991.0
2017-10-30,6843.00,5490.00,3148.50,2932.50,2039.50,44722.50,4855.50,26162.00,1866.00,798.50,98858.0
2017-10-31,6705.40,5419.00,3142.50,2940.50,1971.50,44010.50,4820.50,26240.00,1911.00,780.00,97940.9
2017-11-01,6738.70,5358.00,3188.00,2935.50,1989.00,44263.00,4885.00,26028.50,1910.00,813.50,98109.2
2017-11-02,6727.30,5292.50,3204.50,2932.50,1974.50,43991.50,4679.50,26261.50,1880.00,798.00,97741.8
2017-11-03,6754.00,5389.50,3259.50,2945.50,2078.00,43751.00,4634.50,26201.00,1918.50,869.00,97800.5
2017-11-06,6733.90,5306.00,3196.50,2998.50,2012.00,44277.50,4604.50,26655.50,1992.50,840.50,98617.4
2017-11-07,6604.40,5380.50,3117.00,3022.50,1908.00,43734.50,4705.00,27100.50,1938.00,788.50,98298.9
2017-11-08,6603.90,5405.50,3038.00,3024.00,1890.50,43706.00,4899.00,27350.00,1925.50,768.50,98610.9
2017-11-09,6701.60,5381.50,3046.50,3025.00,1923.00,43633.50,4902.50,27364.00,1896.00,783.50,98657.1
2017-11-10,6690.60,5427.50,3040.50,3026.50,1901.00,44508.50,4910.00,27087.50,1911.00,812.00,99315.1
2017-11-13,6583.90,5424.00,3037.50,2986.00,1876.50,43486.50,4901.00,27589.50,1842.00,788.00,98514.9
2017-11-14,6531.00,5421.50,3025.50,2985.00,1840.50,43614.00,4879.00,27146.00,1820.00,798.00,98060.5
2017-11-15,6457.20,5402.00,3009.50,2965.00,1807.00,43067.00,4965.50,27053.00,1775.50,758.00,97259.7
2017-11-16,6539.10,5393.50,3013.00,2976.50,1896.00,42731.00,4999.00,27466.50,1791.50,773.50,97579.6
2017-11-17,6680.60,5355.00,3061.00,2951.50,1908.00,42670.50,4845.50,27073.00,1776.00,787.00,97108.1
2017-11-20,6689.60,5327.00,3133.50,2943.50,1872.50,41813.00,4768.00,27034.50,1800.00,814.50,96196.1
2017-11-21,6777.30,5402.50,3123.00,2940.00,1863.00,41634.00,4938.50,26729.50,1809.00,829.50,96046.3
2017-11-22,6774.40,5620.50,3097.50,2943.00,1892.00,42304.00,4826.00,26806.50,1813.00,816.50,96893.4
2017-11-23,6790.20,5651.00,3132.50,2935.50,1865.00,41851.50,4896.00,26812.50,1817.00,822.50,96573.7
2017-11-24,6749.70,5641.50,3130.50,2927.00,1861.00,42413.00,4941.00,26880.50,1810.00,824.00,97178.2
2017-11-27,6693.40,5752.50,3153.00,2948.00,1858.50,42720.00,4987.50,26858.50,1840.50,818.00,97629.9
2017-11-28,6705.80,5866.50,3150.00,2948.50,1837.00,42759.00,4997.00,26853.00,1812.50,808.00,97737.3
2017-11-29,6757.80,5773.50,3129.00,2986.50,1816.00,42877.50,4965.50,26581.50,1824.50,781.50,97493.3
2017-11-30,6613.40,5681.50,3069.00,2919.00,1761.00,42038.00,4892.50,26370.00,1806.50,768.00,95918.9
2017-12-01,6487.20,5568.00,3068.50,2894.00,1715.00,41849.50,4729.00,26299.50,1796.50,782.50,95189.7
2017-12-04,6552.90,5662.00,3032.00,2899.50,1732.00,41100.50,4728.00,26323.50,1816.00,777.00,94623.4
2017-12-05,6437.60,5684.50,3087.00,2834.50,1759.50,41083.00,4654.00,26355.50,1784.00,782.50,94462.1
2017-12-06,6360.50,5697.50,3064.50,2825.00,1721.00,40374.00,4722.50,26333.00,1758.50,759.50,93616.0
2017-12-07,6554.80,5729.50,3105.00,2812.00,1739.00,40818.50,4973.00,26172.50,1770.50,787.50,94462.3
2017-12-08,6648.20,5630.00,3127.00,2829.00,1727.00,41655.50,4961.00,26015.00,1802.50,817.00,95212.2
2017-12-11,6664.90,5680.00,3116.00,2894.00,1729.50,42405.50,5006.50,26611.00,1789.00,813.00,96709.4
2017-12-12,6572.40,5689.50,3068.00,2878.00,1737.00,42225.00,5012.00,26121.50,1833.00,802.50,95938.9
2017-12-13,6486.70,5670.50,3019.00,2872.00,1678.00,42743.50,5036.00,26284.00,1839.00,784.50,96413.2
2017-12-14,6533.40,5677.50,3039.00,2886.00,1696.00,42682.00,5142.50,25578.00,1843.50,775.50,95853.4
2017-12-15,6618.70,5715.00,3159.00,2897.00,1716.00,43118.00,5007.50,25456.00,1830.00,782.00,96299.2
2017-12-18,6713.90,5743.50,3111.50,2958.00,1787.50,43099.00,4940.00,25805.00,1830.50,796.00,96784.9
2017-12-19,6766.30,5788.50,3122.50,2924.00,1787.50,43605.00,4953.50,25753.00,1852.00,832.00,97384.3
2017-12-20,6695.80,5805.50,3117.00,2965.00,1705.00,43331.00,4929.50,25889.50,1880.00,845.50,97163.8
2017-12-21,6808.30,5743.50,3104.50,2977.50,1735.00,43327.50,4906.50,25957.00,1880.00,868.00,97307.8
2017-12-22,6775.90,5745.50,3101.50,3016.00,1759.50,42889.00,4934.50,26467.50,1934.00,854.50,97477.9
2017-12-26,6875.40,5819.00,3155.00,3029.00,1743.00,43403.50,4934.00,26494.50,1937.00,905.00,98295.4
2017-12-27,6892.60,5873.50,3151.50,3066.00,1741.00,42777.00,5030.00,26199.00,1926.00,911.00,97567.6
2017-12-28,7014.50,5858.50,3135.00,3080.00,1708.00,42764.50,4970.50,26269.50,1930.00,927.50,97658.0
2017-12-29,6977.80,5818.00,3151.50,3142.50,1714.00,43206.00,5040.50,27012.00,1952.00,921.50,98935.8
2018-01-01,6880.70,5792.00,3126.00,3165.50,1697.50,42560.50,5031.00,26456.00,1923.50,927.00,97559.7
2018-01-02,6948.30,5781.50,3116.50,3187.00,1664.00,42523.00,5139.50,26312.00,1968.50,918.50,97558.8
2018-01-03,7002.10,5797.50,3158.50,3099.50,1666.00,43019.50,5194.50,26386.50,1934.50,938.00,98196.6
2018-01-04,7243.20,5800.00,3171.00,3116.50,1764.50,43455.00,5225.50,26571.00,1995.00,979.00,99320.7
2018-01-05,7342.70,5868.50,3328.50,3095.50,1760.00,43958.00,5254.50,26892.00,1984.50,974.00,100458.2
2018-01-08,7324.20,5939.00,3336.00,3111.50,1757.00,44253.00,5363.00,27144.00,1974.00,988.00,101189.7
2018-01-09,7358.00,5800.50,3413.50,3172.00,1746.50,44268.50,5338.50,27090.00,1970.00,979.50,101137.0
2018-01-10,7363.20,5805.00,3398.00,3267.00,1706.50,44032.00,5421.00,28066.00,1979.00,984.50,102022.2
2018-01-11,7345.10,5800.00,3431.50,3211.00,1727.50,44061.00,5517.00,27905.00,1979.00,985.00,101962.1
2018-01-12,7338.40,5910.00,3409.00,3188.00,1742.00,44055.00,5507.50,27763.50,2007.50,986.50,101907.4
2018-01-15,7464.70,6061.50,3360.00,3150.00,1721.50,45201.50,5437.50,27461.00,1966.00,1003.50,102827.2
2018-01-16,7295.60,6134.00,3348.50,3319.50,1655.50,45451.00,5576.50,28508.50,1972.00,943.00,104204.1
2018-01-17,7374.20,5931.00,3424.00,3257.00,1755.50,45442.50,5549.00,28889.50,1957.00,965.00,104544.7
2018-01-18,7162.20,5958.50,3412.00,3253.50,1705.00,44086.50,5526.50,29182.00,1941.00,923.00,103150.2
2018-01-19,7174.10,6003.50,3493.50,3289.50,1764.00,43000.00,5529.00,29593.00,1937.00,933.00,102716.6
2018-01-22,7166.50,6088.50,3553.50,3215.50,1760.00,43300.00,5695.00,31164.00,2007.00,924.50,104874.5
2018-01-23,7429.00,5971.50,3595.50,3152.50,1858.00,43747.00,5882.50,31020.00,2073.50,968.50,105698.0
2018-01-24,7260.80,6032.00,3648.00,3139.50,1946.50,42830.00,6031.50,31746.00,2108.50,941.50,105684.3
2018-01-25,7328.00,5958.50,3616.00,3119.50,1809.00,43599.50,5984.50,31210.50,2085.00,939.50,105650.0
2018-01-29,7461.40,6089.00,3580.00,3111.50,1739.50,43907.00,6048.00,31988.50,2051.50,918.50,106894.9
2018-01-30,7391.80,6030.00,3533.50,3073.00,1726.50,43632.00,6029.50,31528.50,2048.00,911.00,105903.8
2018-01-31,7050.50,5937.00,3544.00,3047.00,1713.50,43820.00,6126.50,31123.50,2034.50,889.00,105285.5
2018-02-01,6967.50,5949.50,3599.00,3007.50,1675.50,43914.50,6110.50,31386.00,1949.00,893.50,105452.5
2018-02-02,6704.50,5861.00,3490.50,3006.00,1618.50,41794.50,6194.50,31536.50,1927.00,836.00,102969.0
2018-02-05,6640.50,5827.00,3436.00,2987.50,1637.00,41464.00,6290.50,31032.00,1887.50,848.00,102050.0
2018-02-06,6645.00,5717.50,3387.50,2946.50,1610.50,40926.50,6067.00,29972.50,1854.50,839.50,99967.0
2018-02-07,6618.00,5811.50,3329.00,2893.50,1565.50,40815.50,6031.00,29550.50,1900.00,828.50,99343.0
2018-02-08,6714.50,5848.00,3350.00,2898.00,1593.50,41670.00,6082.50,29742.00,1887.00,860.00,100645.5
2018-02-09,6853.00,5809.50,3255.50,2850.00,1568.00,41533.00,5952.50,29717.00,1873.50,939.50,100351.5
2018-02-12,7131.00,5845.00,3354.00,2889.50,1616.50,42003.00,5903.50,29673.00,1910.00,953.50,101279.0
2018-02-14,7080.00,5766.00,3203.50,2934.50,1458.50,41755.00,6115.00,29118.00,1857.50,935.50,100223.5
2018-02-15,7005.50,5709.00,3198.00,2925.00,1282.50,41878.50,6056.50,29258.50,1883.00,923.00,100119.5
2018-02-16,6897.50,5696.00,3118.00,2910.00,1255.50,41663.50,5843.50,29330.50,1869.00,884.00,99467.5
2018-02-19,6488.50,5679.50,3120.50,2899.50,1165.00,41166.00,5724.50,29236.00,1853.00,873.00,98205.5
2018-02-20,6513.00,5707.50,3087.00,2914.50,1165.50,41406.00,5742.00,29447.50,1870.00,865.00,98718.0
2018-02-21,6409.50,5731.00,3123.50,2922.00,1173.00,41315.50,5952.00,30423.00,1901.50,841.50,99792.5
2018-02-22,6375.50,5670.50,3161.00,2926.50,1146.00,40999.00,6026.00,30502.00,1861.00,839.00,99506.5
2018-02-23,6777.50,5699.50,3234.50,2950.00,1134.50,41164.00,6214.50,30758.00,1898.00,870.50,100701.0
2018-02-26,6802.00,5854.50,3261.50,2916.00,1120.00,41408.00,6124.50,30317.00,1903.50,865.00,100572.0
2018-02-27,6717.50,5765.00,3271.50,2917.50,983.50,41761.00,6105.50,30423.50,1885.00,842.50,100672.5
2018-02-28,6716.00,5653.50,3223.00,2928.00,1014.00,41556.00,6126.50,30350.50,1883.00,832.00,100282.5
2018-03-01,6750.50,5554.00,3210.50,2925.00,1010.50,41533.00,6119.00,30377.00,1897.00,809.00,100185.5
2018-03-05,6559.00,5518.50,3129.50,2909.50,1001.00,40954.00,6308.50,31058.50,1855.50,780.50,100074.5
2018-03-06,6597.50,5595.00,3121.50,2869.50,978.50,41503.00,6172.50,30428.00,1854.00,757.50,99877.0
2018-03-07,6477.00,5651.00,3119.50,2853.50,955.00,41134.50,6090.50,30274.50,1815.00,737.50,99108.0
2018-03-08,6359.00,5635.00,3085.50,2852.00,966.50,41199.00,6072.00,30039.50,1801.50,743.00,98753.0
2018-03-09,6067.50,5685.00,3032.50,2850.50,956.00,40798.50,6192.00,30341.00,1799.00,695.00,98417.0
2018-03-12,6229.00,5762.50,3111.50,2907.00,946.00,41760.00,6195.50,30521.50,1838.50,723.50,99995.0
2018-03-13,6288.50,5791.50,3128.00,2966.00,979.50,41700.00,6191.50,28868.00,1836.00,726.00,98475.0
2018-03-14,6205.50,5766.00,3188.50,2938.50,993.00,42302.50,6391.00,28869.00,1806.00,726.50,99186.5
2018-03-15,6117.50,5704.00,3118.50,2934.00,985.50,41894.00,6318.50,28697.00,1803.00,753.00,98325.0
2018-03-16,6002.00,5703.50,3129.00,2957.50,988.50,40263.00,6347.00,28257.00,1771.50,728.50,96147.5
2018-03-19,5749.50,5664.50,3048.00,2886.50,965.50,39724.00,6099.00,28310.00,1768.50,689.00,94904.5
2018-03-20,5930.00,5751.00,3024.00,2936.00,968.50,39368.00,6334.00,28648.50,1741.00,722.50,95423.5
2018-03-21,5822.50,5668.50,3007.50,2952.50,976.00,39992.00,6258.50,28567.50,1755.50,721.50,95722.0
2018-03-22,5809.00,5592.00,2982.50,2884.50,965.50,39251.50,6190.50,28313.50,1789.00,737.00,94515.0
2018-03-23,5665.00,5694.00,2866.50,2846.50,931.50,38737.50,6233.50,28181.50,1774.00,687.00,93617.0
2018-03-26,5815.50,5858.50,3033.50,2740.00,958.00,39500.00,6204.00,28170.00,1789.00,714.50,94783.0
2018-03-27,5900.00,5865.00,3035.00,2740.50,994.50,39786.00,6216.50,28477.00,1796.00,732.00,95542.5
2018-03-28,5710.50,5755.00,3048.50,2811.50,953.00,39500.00,6387.00,28491.50,1778.00,702.00,95137.0
2018-04-02,5788.00,5789.50,3062.50,2896.50,963.00,39785.00,6403.00,29096.50,1799.50,730.50,96314.0
2018-04-03,5797.00,5815.50,3131.00,2839.00,954.50,39512.00,6159.50,29112.50,1775.00,749.50,95845.5
2018-04-04,5605.50,5744.50,3054.50,2816.00,944.00,38813.00,6063.00,29109.00,1754.00,723.00,94626.5
2018-04-05,5804.50,5861.00,3130.50,2862.50,970.00,39666.00,6173.50,29579.50,1774.50,752.50,96574.5
2018-04-06,5872.00,5845.00,3145.00,2839.50,1021.50,39495.00,6182.00,29503.00,1769.50,756.50,96429.0
2018-04-09,5861.50,5718.00,3162.50,2850.50,1052.50,39182.00,6148.50,29239.00,1784.00,751.00,95749.5
2018-04-10,6019.00,5737.50,3192.50,2860.00,1052.00,39312.00,6264.50,29376.00,1802.00,765.50,96381.0
2018-04-11,6080.50,5752.00,3120.00,2857.00,1022.00,39246.50,6333.50,30141.50,1821.50,770.50,97145.0
2018-04-12,5984.00,5712.50,3117.50,2868.50,1012.50,38723.00,6528.00,31392.50,1817.50,740.00,97896.0
2018-04-13,5940.50,5759.50,3095.50,2941.50,1013.00,38789.50,6715.50,31533.00,1825.00,767.00,98380.0
2018-04-16,5916.00,5781.00,3103.50,2899.00,991.50,39170.00,6687.00,31876.50,1815.00,777.00,99016.5
2018-04-17,5960.50,5754.50,3079.00,2847.50,979.50,39172.50,6683.00,31666.00,1808.00,773.50,98724.0
2018-04-18,6016.00,5882.50,3095.50,2926.50,971.50,39923.50,6568.00,31591.00,1821.00,773.00,99568.5
2018-04-19,6219.50,5929.00,3185.00,2924.50,961.00,41034.50,6652.00,31911.50,1839.50,808.00,101464.5
2018-04-20,6062.00,5877.00,3085.50,2980.50,936.00,40809.00,7005.00,34024.50,1823.50,797.00,103400.0
2018-04-23,6066.00,5952.50,3130.50,2973.50,941.00,41437.00,7020.00,34086.50,1810.50,795.50,104213.0
2018-04-24,5975.50,5887.00,3240.00,2869.50,931.50,41192.50,6827.00,33856.50,1826.50,788.50,103394.5
2018-04-25,5862.00,5853.50,3252.50,2871.50,923.00,41348.00,6864.00,34702.50,1794.50,775.50,104247.0
2018-04-26,5782.00,5811.50,3524.00,2813.50,910.00,40794.50,6911.00,35392.50,1808.00,759.50,104506.5
2018-04-27,5898.00,5916.50,3489.00,2761.50,934.00,40623.50,6705.00,34519.50,1807.00,773.50,103427.5
2018-04-30,5949.50,5880.50,3620.00,2787.50,954.00,41088.50,6706.00,35321.00,1805.50,776.50,104889.0
2018-05-02,5745.00,5963.00,3542.50,2755.50,928.00,40165.00,6625.50,34997.50,1800.50,730.00,103252.5
2018-05-03,5854.50,5938.00,3539.50,2714.50,920.50,39953.50,6529.50,34818.50,1811.00,731.00,102810.5
2018-05-04,5807.50,5866.50,3451.00,2699.00,915.50,39858.50,6626.50,34807.50,1802.50,723.50,102558.0
2018-05-07,5964.50,5998.50,3479.00,2747.50,938.00,40334.00,6574.00,34209.50,1839.00,750.00,102834.0
2018-05-08,5963.50,5945.50,3433.00,2727.50,926.50,40641.00,6533.50,34412.00,1831.00,762.50,103176.0
2018-05-09,6031.50,5914.50,3478.50,2702.50,930.00,39662.50,6541.00,34893.00,1828.50,756.00,102738.0
2018-05-10,5941.50,5884.00,3446.50,2704.50,914.00,39985.50,6636.00,34512.50,1882.50,726.00,102633.0
2018-05-11,6072.50,5928.00,3502.50,2726.50,888.00,40716.00,6664.50,34569.50,1875.00,734.00,103676.5
2018-05-14,6103.50,5776.50,3448.00,2723.50,893.00,41070.50,6672.50,34335.50,1872.50,727.50,103623.0
2018-05-15,6259.50,5726.50,3457.50,2710.00,859.50,41093.00,6706.50,34824.00,1890.00,740.50,104267.0
2018-05-16,6212.50,5757.50,3497.50,2747.00,756.00,39907.50,6727.00,34939.00,1862.00,738.00,103144.0
2018-05-17,6103.00,5709.50,3453.00,2783.50,764.50,39578.00,6758.00,34918.00,1886.00,765.50,102719.0
2018-05-18,5914.00,5676.00,3455.00,2689.00,747.50,38588.50,6929.50,35020.50,1850.50,736.00,101606.5
2018-05-21,5770.00,5541.00,3341.50,2648.50,781.50,38522.50,6853.50,35567.50,1857.50,718.50,101602.0
2018-05-22,5768.00,5656.00,3347.00,2649.50,815.50,37555.50,6864.00,35089.00,1852.00,725.50,100322.0
2018-05-23,5400.50,5541.00,3337.00,2634.50,805.50,37008.00,6974.50,34951.00,1754.00,684.50,99090.5
2018-05-24,5482.00,5555.00,3300.00,2643.50,821.00,36584.00,7113.50,36037.00,1677.00,699.00,99912.0
2018-05-25,5682.50,5627.50,3394.00,2646.00,833.50,36821.50,7027.50,35858.00,1754.50,725.00,100370.0
